year,title,authors,countries,keywords,conference,doi,url,concepts,citations,downloads,abstract
2011,Delivering eGovernment services through the eTrade distribution network,"Agbabiaka, Olusegun; Adebusuyi, Gbenga",Nigeria; Nigeria,eagent; edealer; edistributor; e-government; ekiosk; eretailer; eterritory; etrade; ewholesaler,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072081,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072081,Distribution (business);E-Government;E-Trade;Computer network;Digital divide;Value chain;Business model,1,119,"One of the critical success factors for eGovernment implementation is efficient, effective, affordable and accessible service delivery, especially in a developing country like Nigeria, where access to computers and the internet is still very low. Another major challenge is the low level of Information and Communications Technology (ICT) skills, in addition to natural apathy of end-users for online services. Service delivery and access are two sides of a coin. The need to break the barrier created by the factors above and provide unimpeded access to services using non-conventional, innovative means has become very crucial. The paper presents the concept of the eTrade Distribution Network as a model for ameliorating the challenge posed by access to eGovernment services and products in a developing country. The paper examines the eTrade Distribution Network, its features, implementation strategies, business model, benefits etc and also takes a closer look at the eAgent component of the eTrade value chain and how it contributes to promoting awareness, bridging the digital gap, creating employment and providing a sustainable and affordable channel of access for online services to the citizenry."
2011,A multi-level framework for measuring and benchmarking public service organizations: connecting stages-of-growth models and enterprise architecture,"Maheshwari, Devender; Janssen, Marijn; van Veenstra, Anne Fleur",The Netherlands; The Netherlands; The Netherlands,benchmarking; e-government; enterprise architecture; measurement; public service organizations; stages-of-growth models,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072083,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072083,,1,399,"Measuring and benchmarking the maturity of public service organizations is a challenging and time-consuming job as they differ in scope, size, and complexity. Existing growth models often use instruments that are generic, have no measures and do not relate the stages to the actual realisation of the systems architecture. Furthermore, these approaches take a one size fits all approach instead of a customized approach. Although the type of information to be measured can vary among different organizations, these approaches use similar instruments (e.g. stage models) and indicators (e.g. stages). Therefore, in this paper we propose a multi-level framework in which measures can be selected based on the domain and case specific needs and characteristics. Specifically, our framework focuses on measuring enterprise architecture, by looking at the blueprint for ICT infrastructure, information systems, organizational as well as technical aspects, horizontal and vertical integration and interoperability, and rules, regulations, laws, and legislations etc. Enterprise architecture provides basic understanding about the different elements of a public organization in a systematic manner. Therefore, this paper subsequently investigates the use of enterprise architecture and stages-of-growth models for measuring public organizations by means of an explorative case study of Dutch tax department using a multi-level architectural framework. The case study shows that the organizational information that can be retrieved from enterprise architecture is useful to measure and benchmark public organizations, which is hardly possible using state-of-growth models. The proposed multi-level framework is capable of measuring and benchmarking the information at the different levels by allowing public organizations to use multiple assessment approaches (e.g. stage models) and connecting them to enterprise architecture."
2011,"Reflexivity, modelling and weak signals of transformational tracks to support both micro- and macro-measuring of information society services","Misuraca, Gianluca; Rossel, Pierre",Spain; Switzerland,icts; information society; measurement; modelling; policy,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072084,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072084,Information society;Governance;Macroeconomics;Computer literacy;Effectiveness;Information and communications technology;Microeconomics,1,92,"Attempts have been made to measure the Information Society, globally or partially, ever since computing and telecommunications became ICTs, some twenty to thirty years ago. The least we can say is that it has not been easy. Though this complexity lessens when measuring specific features for local appraisal goals or benchmarking them within a broader framework, measurement of the socio-economic value of ICTs is particularly controversial. Here the challenge is not only to count possessions, connections or usages, but assess to what extent ICT investments trigger new valued added and increase overall performance. This paper aims to highlight various types of measuring contributions, putting them in perspective within a new paradigmatic requirement. More specifically, we claim that ICTs can only be ""measured"" when the measuring objective and context are coupled with: 1. reflexive questioning (how do we know that we know what we know regarding ICT efficiency and effectiveness?), and 2. modelling design and research (how do we represent that efficiency and effectiveness, with what computing modelling techniques and within which kind of assumption and theoretical debates?). After examining traditional views on ICT measurement, this paper suggests some concrete steps forward in measuring-modelling and discusses the most promising ways to tackle grand challenge level issues (ICT impact is not about small improvements only). The paper builds upon the hypothesis that there is a need to develop meta-measuring and multi-modelling approaches which address macro-economic needs as well as micro-economic indications. The paper concludes by outlining how user-driven dynamics and broader transformational signals can lead us to a better understanding and measurement of critical Information Society dynamics such as participation and democracy, computer literacy and wellbeing, governance and inclusion to mention just a few."
2011,Assessing e-government readiness of local governments in China: developing a bottom-up approach,"Zheng, Lei; Jiang, Yuanfu",China; China,assessment; e-government; method; readiness,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072085,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072085,Government;E-Government;Top-down and bottom-up design;Local government;Secondary data;Quantitative research,0,165,"This paper attempts to take a bottom-up approach to develop a field-based E-government Readiness Assessment method that could be usable and applicable for a specific local government with its own unique particular e-government priorities and goals. As a result of the method, a set of specific readiness assessment indicators, rather than predefined all-size-fits-all criteria, will be derived. The method takes both qualitative and quantitative approaches, and collects both primary and secondary data. An assessment case was also carried out in China to test the assessment method."
2011,Exploring the determinants of publication of scientific data in open data initiative,"Sayogo, Djoko Sigit; Pardo, Theresa A.",United States; United States,attribution; challenges of data sharing; data management; open access initiative,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072087,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072087,Open data;Publication;Determinant;DataONE;Descriptive statistics;Data management;Statistical inference,0,175,"This research provides a preliminary analysis of determinants of the likelihood of researchers to publish their research datasets online. The data is derived from a preliminary survey conducted as part of the DataONE project; an international federated data repository of ecological data. The survey of 1,329 researchers was conducted by the Usability and Assessment Working Group of DataONE from October 2009 to July 2010. The analysis of the data is threefold, namely: visualization of a 2-mode network, descriptive statistics, and ordered logistic regression. The visualization of the affiliated network shows a disconnected access pattern. With the majority of researchers accessing one database and only a few connecting or accessing more than one database. The results of the survey using descriptive and inferential statistics pointed at two key determinants of publishing research datasets online, namely: data management and attribution to the datasets owner. The importance of data management manifests on two ways, the significant of data management skills and organizational support for data management."
2011,Transparency and openness in government: a system dynamics perspective,"Scholl, Hans J. (Jochen); Luna-Reyes, Luis F.",United States; Mexico,e-government; open government; participation; transparency,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072088,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072088,Transparency (behavior);Openness;Government;System dynamics;Open government;Public good;Democracy;Executive (government),5,196,"When coupled with direct stakeholder participation, transparency and open government have been touted as among the key drivers in the evolution of a less secretive, less single-handed, more responsive, and in essence more democratic government of the 21st century committed to preserving the public good, serving citizens and business, and also curtailing the overwhelming influence of special interest groups. Based on a system dynamics model of major factors, we find evidence for information feedbacks as major influencers in changing the dynamic processes between the executive branch, the legislative branch, the press, and the general public."
2011,Extending structuration theory: a study of an IT-enabled budget reform in the context of cross-boundary collaboration,"Puron-Cid, Gabriel",,cross-boundary collaboration; e-government; structuration theory,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072089,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072089,Structuration;Qualitative research;Research design;Collaboration;Organization,0,119,Governments have been engaged in budget reforms by coupling together information systems with new budgetary and managerial techniques. The result is a joint innovation unevenly adopted between reformer and implementer organizations in cross-boundary collaboration. This study extended structuration theory to study the adoption of these joint innovations to learn about the critical factors from overlapping structures identified as formal and informal practices or routines that influence a successful adoption of these initiatives in a context of cross-boundary collaboration. The study used an embedded case study design employing qualitative research methods to a recent case of budget reform in Mexico. 28 semi-structured interviews with top-level officials of Mexican federal government and analysis of various official documents were conducted. This research design grounded the extended model for budget reforms and captured a broad set of data and practices (critical factors) involved in their adoption. The results show that only a subset of formal practices for systems and policy prescribed by reformers was effectively adopted while new informal practices were enacted by actors. Several outcomes of the interaction during the adoption of the budget reform were also identified.
2011,What shapes fieldworkers' knowledge sharing when government operation goes mobile?,"Liu, Shuhua Monica; Li, Chongzhao",China; China,mobile fieldwork; mobile technology and government operations,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072091,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072091,Knowledge sharing;Government;Public sector;Efficiency;Empirical research,0,103,"Effective knowledge sharing and collaborations among public servants enhances the collective innovation capability of the government. Taking a grounded approach, this study investigated what shapes fieldworkers' collaboration when government operation goes mobile? Building on empirical data, the study argues that although the use of mobile technology in government operations do improve the speed of communication and the efficiency of government operations, there are still challenges public sectors need to address before moving forward."
2011,Living Labs as multi-stakeholder platforms for the egovernance of innovation,"Molinari, Francesco",Italy,living labs; innovation policy; multi-stakeholder platform,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072092,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072092,Living lab;Social innovation;Open innovation;Stakeholder (corporate);Structuration;E-Government;Collaboration,2,217,"The extended involvement of all the key innovation stakeholders in a Living Lab's Public Private People Partnership (PPPP) marks a clear difference with respect to both the User Centered Design and the Participatory Decision-Making approaches. We propose to assimilate Living Labs to multi-stakeholder platforms, which self-instantiate into repeated collaboration trials, each adopting the user driven, open innovation approach for the development and deployment of technology. This brings the issue of eGovernance into the focus of Living Lab's research, both in association with trials' structuration as well as 'legitimization' of results obtained in the broader context of territorial innovation policy, particularly in rural areas. A number of potentially testable propositions are derived from this elaboration, which we believe can be taken as guideline for an initial comparison and performance evaluation of extant initiatives. In this context, the importance of coordination of the multi-stakeholder platform is discussed and potential areas for future exploration are presented."
2011,Empirical study of factors influencing acceptance of e-government services in India,"Israel, Duraipandian; Tiwari, Rakesh",India; India,diffusion; e-government; technology adoption,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072093,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072093,E-Government;Factor analysis;Digital divide;Income tax;E-Governance;Developed country;Information and communications technology,3,279,"Around the world, governments have increased the use of Information and Communication Technologies to improve public services delivery and dissemination of information to public. Most of the developed nations are at the advanced stage of e-governance implementation while the developing nations have increased their focus only in the last decade. Among the developing countries, India has made significant progress in the technical implementation of e-governance benefitting from the easy availability of technical resources in-house, highly professional civil services and committed leadership. However, the adoption and dissemination is constrained on one hand by digital divide and on the other hand by the issues related to the adoption of technology. One of the most important and advanced e-governance initiatives, e-filing of income tax returns, is a glaring example where just 10% of the total returns filed in 2009 were through e-filing [18]. This requires examination of the factors influencing the citizen's adoption of e-government services. Since e-filing has been a flagship implementation of e-governance in India and has a huge potential for cost savings, this study focused on the individual tax payer's adoption of e-filing. The study is based on the Unified Theory of Acceptance and Use of Technology (UTAUT) model and is extended to include perceived risk and user experience with computer systems and tax calculations. To test the model, a survey was administered to 189 taxpayers and regression analysis is used to test the model hypotheses. The result supports the impact of perceived risk on the behavioral intention. The tax payers are not comfortable with the transaction happening without face to face contact and are worried that their personal information will leak into third parties. Thus, in order to attract taxpayers for e-filing, the government has to improve the performance expectancy, effort expectancy and provide confidence to tax payers about the safe and risk free system."
2011,Towards a lean-government using new IT-architectures for compliance monitoring,"Bharosa, Nitesh; Janssen, Marijn; Hulstijn, Joris; van Wijk, Remco; de Winne, Niels; Tan, Yao-hua",The Netherlands; The Netherlands; The Netherlands; The Netherlands; The Netherlands; The Netherlands,it-architectures; continuous control monitoring; information exchange; lean-government; standard business reporting,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072095,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072095,,0,267,"Recent turmoil in financial markets has invoked governments to monitor activities and transactions in the private sector more strictly. At the same time, policy makers strive to cut back on government spending by reducing the size of government agencies. These contradicting developments require governments to become leaner, meaning that more (new) tasks can be performed with fewer resources. In order to achieve these goals, we see a transformation from paper-based business-to-government information exchange to IT-enabled compliance architectures. However, the shape of these architectures is not yet clear, as are the challenges that come with a specific architecture design. The objective of this paper is to specify the dimensions of IT-enabled compliance architectures and the challenges that rise when transforming to such architectures. Drawing on dimensions described in literature, this paper compares two new compliance architectures, one in the meat processing industry and one in financial reporting. Findings indicate that compliance architectures require different choices regarding the frequency of reporting, the style of control, the formation of regulation, the type of dependencies, the auditing base and the way the underlying infrastructure accommodates business-to-government information exchange. This paper shows that while the transformation to IT-enabled compliance monitoring helps realize a lean-government, the design of the underlying architectures is subject to several, sector specific conditions, including established laws and regulations."
2011,The transformational government framework,"Borras, John A.",United Kingdom,citizen-centric services; e-government; pattern language; transformational government,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072096,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072096,Government;Transformational grammar;Transformational Government;OASIS (organization);E-Government;Public sector;Local government;Public policy,0,267,"The Transformational Government Framework (TGF) is the first practical ""how to"" standard for the design and implementation of an effective program of technology-enabled change at national, state or local government level. It describes a managed process of ICT-enabled change in the public sector, which puts the needs of citizens and businesses at the heart of that process and which achieves significant and transformational impacts on the efficiency and effectiveness of government. During much of the last two decades, many Governments thought that new technology would provide the key to deliver the necessary transformations to enable them to deliver more with less. But at a time when virtually every government is now an ""e-government"", it is now clear that ICT is no magic bullet. Duplicated expenditure, wasted resources, no critical mass of users for online services, and limited impact on core public policy objectives - this has been the reality of many countries' experience of e-Government. This paper outlines the work of the OASIS Technical Committee established to address this new approach by developing a new framework and set of enabling standards that can jump-start this transformation and optimize the benefits of technology-enabled change at all levels of government. The various components of the Transformational Government Framework described in this paper represent the first outputs of the committee -- the TGF Primer [1] and the TGF Pattern Language [2]."
2011,e-government enterprise architecture research in China: a critical assessment,"Zheng, Tuo; Zheng, Lei",China; China,china; current research; e-government; enterprise architecture,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072097,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072097,Enterprise architecture;E-Government;Quantitative research;Qualitative research;Empirical research;Data analysis;Developmental psychology,0,233,"With the further advancement of China's e-government, enterprise architecture has become one of the major practice and research topics in the field. This paper conducts quantitative and qualitative analyses of research articles on this topic published in Chinese journals over the last five years. For each paper we examine author's institutional association and department, published journal names and issues, paper length, research themes, research methods, level of analysis, and geographical focus in order to take a multi-faceted perspective. Findings from the study suggest that most Chinese papers on enterprise architecture are descriptive in terms of research method. This indicates that China's e-government Enterprise Architecture research was still at its early developmental stage, this research field in generally is lack of rigorous theoretical and empirical studies. In terms of research themes, most studies on enterprise architecture in China focuses on institutional structure building, while a few touch service design."
2011,Mobile governance for development: strategies for migrant head porters in Ghana,"Awotwi, Johanna; Ojo, Adegboyega; Janowski, Tomasz",Ghana; Macao; Macao,ghana; ict4d; development; e-governance; mobile phones; public policy,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072099,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072099,Governance;Ghana;Poverty reduction;Millennium Development Goals;Good governance;Livelihood;Developed country;Requirement,2,182,"A promising strategy to promote good governance is harnessing the opportunities provided by the use of mobile phones, widely accessible to most segments of the society, for delivering public information and services and for decision-making by government. This paper investigates the design and implementation of mobile governance (MGOV) strategies for development (MGOV4D). Specifically, it presents an MGOV4D strategy framework to support mobile Information and Communication Technologies (ICT) for development (MICT4D) projects in meeting their development objectives. The paper consists of four parts. First, it presents a framework for determining the governance and related MGOV requirements for MICT4D initiatives. Second, it applies the framework to determine the MGOV4D requirements for a concrete case study of migrant head porters -- local micro-logistic service providers from Ghana, involving the use of mobile phones to meet the porters' livelihood needs. Third, based on the identified requirements, it presents a set of MICT4D initiatives that could be developed into MGOV4D programs to address the requirements. Fourth, it synthesizes the MGOV4D strategies that can support the inclusion objectives for the head porters and similar vulnerable groups. In the conclusions, the paper discusses how these results can support policy efforts for achieving the Millennium Development Goal 1 -- Poverty Alleviation, and 3 -- Gender (specifically Women Empowerment)."
2011,"Smart city as urban innovation: focusing on management, policy, and context","Nam, Taewoo; Pardo, Theresa A.",United States; United States,public sector innovation; smart city; sociotechnical perspective; urban innovation,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072100,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072100,Smart city;Urban area;Organizational studies;Risk,32,3,"This paper sees a smart city not as a status of how smart a city is but as a city's effort to make itself smart. The connotation of a smart city represents city innovation in management and policy as well as technology. Since the unique context of each city shapes the technological, organizational and policy aspects of that city, a smart city can be considered a contextualized interplay among technological innovation, managerial and organizational innovation, and policy innovation. However, only little research discusses innovation in management and policy while the literature of technology innovation is abundant. This paper aims to fill the research gap by building a comprehensive framework to view the smart city movement as innovation comprised of technology, management and policy. We also discuss inevitable risks from innovation, strategies to innovate while avoiding risks, and contexts underlying innovation and risks."
2011,Policy modeling in risk-driven environment,"Kő, Andrea; Gábor, András; Szabó, Zoltán",Hungary; Hungary; Hungary,ict; e-government; policy impact; policy modeling; risk management; semantic technology,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072101,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072101,,2,152,"In this paper, the main challenges of applying ICT in policy modeling are described and a solution is proposed, which emphasizes policy impact exploration, monitoring and risk management. State of the art of policy modeling is given, with the summary of those features of our solution, which goes beyond the available approaches. The paper will be structured as follows: First, the challenges of the ICT utilization for policy modeling are detailed. Next theoretical background of policy modeling is discussed, followed by research overview. The proposed solution -- policy modeling cycle and the corresponding system is presented in the following section. Finally, conclusion and future work are shown."
2011,Using social media to increase e-government adoption in developing countries,"Shah, Bimal Pratap; Lim, Nena",Sweden; Australia,youtube; digital natives; e-government; facebook; social media; trust,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072103,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072103,E-Government;Social media;Developing country;Adoption;Digital native;Transparency (behavior);Social networking service,4,527,"E-government can be a useful tool for governments to improve relationships with their citizens. However, citizen trust in government and the Internet technology is necessary for broad adoption of e-government. Using a survey, this study examines the trust level of digital natives in Nepal in their government and the Internet technology in general. The trust level in government comprises both relational trust and institutional trust and the relational trust is subdivided into three aspects: competency, benevolence, and integrity. This study also investigates respondents Internet and social media usage behavior and their likelihood to adopt e-government if social media is used in government-citizen communication. Results show that respondents have a low level of competence and benevolence trust in Nepalese government whereas their level of integrity and institutional trust in government was extremely low. Although respondents generally used the Internet and social media more than four hours a day, most have not used or seldom used e-government websites. Respondents' positive attitude towards government's presence on social networking websites provides an excellent opportunity for Nepalese government to harness the potential of social media. To supplement the views of digital natives, two business website owners and two government officials in Nepal were also interviewed. Interviewees were positive of the benefits the Nepalese government could gain by being presence on social media, especially in terms of promoting transparency. Some also suggested that Nepalese government needs to consider developing e-government applications in local language."
2011,Lawmaking in democracy 2.0 paradigm: the shift for the new forms of lawmaking,"Burov, Vasiliy; Patarakin, Evgeny; Yarmakhov, Boris",Russia; Russia; Russia,collaboration; crowdsourcing; lawmaking; wiki,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072104,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072104,Democracy;Regulation;Law;Social network,2,100,"The paper discusses ""crowdwriting"" approach as its main purpose is the use of open network community potential for laws and regulations improvement. As an initial document for our platform WikiVote any law or regulation can be used. The solution combines features of crowdstorming and crowdproduction. As the result of the participants' efforts the document is improved as it accumulates knowledge and practical experience of the community. Crowdwriting approach and WikiVote platform are used actively by Russian Government nowadays."
2011,Conception and activity directions for training and science centre supporting development of Estonian e-state technologies,"Pappel, Ingrid; Pappel, Ingmar; Saarmann, Monika",Estonia; Estonia; Estonia,ict education; e-democracy; e-governance; e-government; e-services; electronic records management systems; interoperability; local government; paperless management; specialization,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072105,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072105,Science center;Estonia;Tallinn University of Technology;Information society;Private sector;Public sector,0,87,"The development of information technology markedly changes the current working routines and requires more and more innovative solutions in the provision of public-sector services. The main goal of this paper is to provide an overview of the e-state technologies laboratory being elaborated at the Tallinn University of Technology as a learning and science centre for the development and implementation of e-government technologies. The laboratory enables to aggregate best-practice academic knowledge, as well as the needs of the public sector and the experience of the private sector in the field of e-state solutions. The transition methodology emerging as a result of sectoral developments should ensure the public sector's smooth shift into the information society. In addition, as a result of the development of a new study speciality, efficient field competency will be provided."
2011,Cultivating the next generation of international digital government researchers: a community-building experiment,"Helbig, Natalie; Dawes, Sharon S.; Hrdinová, Jana; Cook, Meghan",,international digital government research; international education and research training,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072107,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072107,International;E-Government;Globalization;Curriculum,0,80,"Over the last two decades universities and post-secondary education policies have addressed globalization trends by internationalizing curricula and articulating global concern in their missions. This paper presents the evaluation of an international training program for early-career digital government researchers, designed to develop their interest and skill in cross-cultural, multidisciplinary, and practice-oriented research. The program overall appears to stimulate participants' individual creativity, scholarly productivity, and professional networks, while broadening their appreciation for work that investigates internationally important topics and involves not only multidisciplinary but multicultural teams. The survey results also suggest that a short-term (one-week), intensive, immersive, and relatively inexpensive program can have strong and lasting effects on early-career scholars."
2011,e-citizen capability development,"Atoev, Asomudin; Duncombe, Richard",Tajikistan; United Kingdom,capability approach; e-citizenship; e-government; e-participation; functionings; individual instrumental freedoms,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072108,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072108,Amartya Sen;E-democracy;E-participation;Capability approach;Democracy;Citizenship;E-Government,0,205,"This paper argues that access to public e-services encourages citizen engagement in the e-government policy making processes and the further empowerment of citizens through participation in the democratic processes of developing/transitional countries like Tajikistan. It presents e-citizenship, with e-participation as its driving force, as a phenomenon concerned with the transformation of the citizen's role and status from the e-government periphery to the e-democracy core. This transformation is mainly based on three models of e-participation, namely: push, pull and interactive. To find evidence of this transformation the five distinct types of individual instrumental freedom, identified by Amartya Sen, were tested against these models. An analytical framework, adapted from the Sen's capability approach theory, was applied to analyse the revealed evidence. A profile of e-citizens and their attributes were identified to evaluate their role in Tajikistan."
2011,IT awareness of senior level civil servants and its influence on the results of e-gov projects in Russia,"Bershadskaya, Lyudmila; Chugunov, Andrei; Trutnev, Dmitry",Russia; Russia; Russia,it-skills; russia; civil servants; e-government; training,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072109,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072109,,0,109,"Creation of e-government is impossible without radical institutional changes through the use of ICT (information and communication technologies). These changes require new skills. However, most Russian studies in the analysis of educational needs have focused primarily on the levels of equipment and operational IT skills necessary for ongoing activities rather than on the readiness to initiate and implement necessary reforms. Such approach leads to: a) the lack of understanding of the fact that IT skills are necessary for the e-government builders; b) the failure of the education system to train them; and, consequently, 3) poor performance of e-government projects in Russia The paper describes the state of research on the required level of IT skills in the world (1), the research conducted by the e-Gov Center (2), the first in Russia attempt to identify the composition of required IT skills (3), the results of e-government projects (4), the correlation between IT skills level and e-government projects results (5), main conclusions (6) and next steps (7). The analysis brings out a direct relationship of e-government projects implementation problems with the lack of specific IT skills needed due to the nature and content of such projects. Using the results of these studies, when applied during the designing of training programs for civil servants, should lead to greater efficiency and effectiveness of e-government projects both in Russia and other countries."
2011,Creating dynamic business processes using semantic web services and business rules,"Gong, Yiwei; Janssen, Marijn",The Netherlands; The Netherlands,soa; business processes; business rule; composition; ontology; semantic web services,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072111,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072111,Business rule;Service (systems architecture);Semantic Web;Business process;Semantic Web Services;Service-oriented architecture;Ontology (information science),1,275,"Service Oriented Architecture (SOA) and Business Rules (BR) are used by organization to adapt to changes. The disadvantage of this approach is that processes need to be defined in advance often requiring labor-intensive and time-consuming modeling processes. Usually, only a limited number of variations in processes are supported which have to be defined in design time. Hence, a shift from static to dynamic business processes creation is required. Semantic Web Services (SWS) can be used as a technology to create dynamic processes. Although there has been extensive research in the field of SWS and BR, there is scant research on the combination of them. In this paper, we propose an architecture based on BR and SWS to create dynamic business processes. Using a pre-agreed domain ontology to ensure the compatibility between SWSs and BRs, a new process is created by selecting the decision services using BRs and composing decision services with necessary assistant services. An illustrative study is used to demonstrate and evaluate the architecture on its feasibility in dynamic process creation. In this way, SOA systems in government environment can create a process with their services dynamically without having to hardcode the process. This can help the organization to efficiently adapt to changes in policies and legislation."
2011,Towards a public sector interoperability ontology: conceptualization of fundamental entities,"Sarantis, Demetrios; Charalabidis, Yannis; Askounis, Dimitris",Greece; Greece; Greece,concept; e-government; entity; interoperability; life cycle; ontology; public administration; taxonomy,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072112,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072112,Interoperability;Ontology;Ontology (information science);Public sector;E-Government;Conceptual model;Public administration;Semantics,0,103,"Achieving e-Government objectives requires radical organizational redesign of the public administration. This paper illustrates the results of the first stage of the applied life cycle model, used in designing a public sector ontology. Goal of the specific ontology is to achieve the elimination, or at least reduction, of diversity that appears in the public administration organizational, operational and conceptual models, as far as they depict, organize and codify the knowledge, making it accessible and reusable. Through a common semantic conceptual model, provided by the ontology, public sector bodies will become fully interoperable and able to co-operate, forming a single coherent information and communication system."
2011,A study on general e-government operation and maintenance model,"Yang, Wensheng; Xin, Yuanrong; Feng, Su",China; China; China,e-government; general operation and maintenance; model,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072114,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072114,,0,128,"Based on field research and data analysis, this paper states the necessity of ensuring operation and maintenance for e-government systems, and presents a comparison of the strengths and weaknesses of various operation and maintenance models adopted by Chinese government agencies in the e-government initiatives, with special focus laid on the elaboration of the general operation and maintenance outsourcing model. Operation and maintenance plays an increasingly important role as more and more e-government applications have been launched. However, the government is faced with great pressure from many aspects such as human and financial resources, technology, management and coordination. The general operation and maintenance outsourcing model, in which the market mechanism was introduced in the light of the Chinese laws and regulations to ensure the pro-activeness, effectiveness and economy of e-government operation and maintenance, is an innovative and effective attempt to make e-government initiatives develop in a stable, safe and sustainable manner."
2011,Mining service integration opportunities towards joined-up government,"Basanya, Rilwan; Ojo, Adegboyega",Italy; Macao,collaborative networks; data mining; information extraction; joined-up government; process mining; service integration; text mining; transformational government,Proceedings of the 5th International Conference on Theory and Practice of Electronic Governance,10.1145/2072069.2072115,http://dl.acm.org/citation.cfm?preflayout=flat&doid=2072069.2072115,Data integration;Government;Text mining;Ontology (information science);Natural language processing;Domain of discourse;Semantics,0,75,"Service integration is central to joined-up government initiatives and requires information on the collaborators and the services they offer, roles of different actors, the resources required, and their goals (individual and shared). These information are largely available in unstructured forms on government portals, publications and other textural sources. This paper explores semantic text mining for extracting service-related information from such sources using Natural Language Processing techniques supported by Service-Oriented Process Ontologies. Our solution framework consists of the following steps: (1) creating domain and service-oriented process ontology, (2) extracting service-related information from textual sources based on the ontology, and finally (3) mining relationship among the services based on the extracted information in Step 2 linked with a pre-defined hierarchy of service delivery goals specifying the objective(s) to be achieved among the orchestrated services. We describe our approach to these tasks and discuss the progress of the work, our experiences and the challenges encountered so far."
